x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,y
86.908121,178.633949,6.858000,6.858000,10.252946,482.218263,0.000000,0.000000,0.000000,-0.003982,0.001240,-0.558348,152.000000,229.000000,80.000000,1.000000,0.668881,1.495034,0.180226,0.951894,0.663755,2.862500,0.526316,0.000000
2665.072144,2094.372547,16.662400,16.662400,36.804600,10218.266294,0.000000,-0.000000,-0.000000,-0.001195,-0.002041,2.195217,168.000000,263.000000,99.000000,1.000000,0.452726,2.208841,0.260815,1.392404,0.638783,2.656566,0.589286,0.000000
31327.409767,8251.905426,31.750000,31.750000,77.787500,78414.662908,0.000000,0.000000,0.000000,0.000868,-0.001887,8.570591,606.000000,958.000000,357.000000,1.000000,0.408163,2.450000,0.399510,1.387442,0.632568,2.683473,0.589109,0.000000
4526.140122,2665.219059,14.287500,14.287500,57.150000,11666.181672,-0.000000,-0.000000,-0.000000,0.001080,-0.000531,5.905161,89.000000,136.000000,50.000000,1.000000,0.250000,4.000000,0.387971,1.450701,0.654412,2.720000,0.561798,0.000000
975.432561,1256.008925,10.795000,10.795000,54.403637,6339.766005,0.000000,0.000000,0.000000,0.000049,-0.000406,-18.089720,253.000000,373.000000,123.000000,1.000000,0.198424,5.039707,0.153859,0.972816,0.678284,3.032520,0.486166,0.000000
12317.267515,5424.349077,121.840625,18.330871,15.875000,35455.936856,0.000000,0.000000,0.000000,-5.740911,0.004306,0.006224,179.000000,273.000000,103.000000,6.646745,1.154701,0.130293,0.347396,1.216585,0.655678,2.650485,0.575419,0.000000
347.801442,516.373972,20.701000,7.937488,7.937500,1304.241855,0.000000,-0.000006,-0.000006,2.478418,-0.001309,0.001942,930.000000,1403.000000,477.000000,2.608004,0.999998,0.383436,0.266669,1.318519,0.662865,2.941300,0.512903,0.000000
524.851703,557.059227,7.937459,7.937500,26.987500,1700.309263,0.000000,0.000000,0.000000,0.000106,0.000808,-0.217796,491.000000,740.000000,252.000000,0.999995,0.294118,3.400017,0.308680,1.133550,0.663514,2.936508,0.513238,0.000000
641.572210,929.195823,21.996400,13.182600,13.182600,3822.555164,0.000000,0.000000,0.000000,-2.046819,-0.001477,0.000845,99.000000,152.000000,57.000000,1.668593,1.000000,0.599307,0.167839,1.232812,0.651316,2.666667,0.575758,0.000000
95.826276,196.486133,4.826000,4.826000,7.937500,184.866586,0.000000,-0.000000,-0.000000,0.008856,0.002788,-0.093357,56.000000,90.000000,38.000000,1.000000,0.608000,1.644737,0.518354,1.966768,0.622222,2.368421,0.678571,0.000000
113.342237,248.479764,6.300000,6.300000,10.000000,396.900017,0.000000,-0.000000,-0.000000,-0.000723,-0.005282,0.665425,249.000000,380.000000,136.000000,1.000000,0.630000,1.587302,0.285569,1.499667,0.655263,2.794118,0.546185,0.000000
332.987655,380.679473,7.937500,7.937500,15.081250,950.177674,0.000000,0.000000,0.000000,0.000632,0.000254,2.413932,64.000000,109.000000,50.000000,1.000000,0.526316,1.900000,0.350448,1.258783,0.587156,2.180000,0.781250,0.000000
153.940392,297.304847,19.050000,7.086600,7.086600,956.689092,0.000000,0.000000,0.000000,-2.841290,0.000731,0.000956,115.000000,179.000000,67.000000,2.688172,1.000000,0.372000,0.160910,0.928441,0.642458,2.671642,0.582609,0.000000
235.018984,303.870230,6.349949,6.349986,19.050000,768.135810,-0.000000,0.000000,0.000000,-0.000081,-0.000509,1.252983,395.000000,596.000000,204.000000,0.999994,0.333333,3.000024,0.305960,1.076577,0.662752,2.921569,0.516456,0.000000
596.253416,824.455142,8.600000,8.600000,25.000000,1849.000093,0.000000,-0.000000,-0.000000,-0.004051,-0.000128,0.804559,294.000000,448.000000,159.000000,1.000000,0.344000,2.906977,0.322473,1.635953,0.656250,2.817610,0.540816,0.000000
984.163225,1023.841478,15.087600,15.087600,25.908000,5897.585176,0.000000,0.000000,0.000000,0.003221,0.003100,-5.563285,137.000000,210.000000,78.000000,1.000000,0.582353,1.717172,0.166876,1.014292,0.652381,2.692308,0.569343,0.000000
2229.384715,2049.135000,76.200000,13.817600,13.817600,14548.566535,0.000000,0.000000,0.000000,-8.066072,-0.000485,-0.000313,150.000000,232.000000,85.000000,5.514706,1.000000,0.181333,0.153237,0.892197,0.646552,2.729412,0.566667,0.000000
171.023433,406.456510,4.762500,5.459967,23.812500,619.198736,0.000000,0.000000,0.000000,0.002090,-0.000389,3.898717,198.000000,304.000000,111.000000,0.872258,0.229290,5.000000,0.276201,1.508604,0.651316,2.738739,0.560606,0.000000
42.571168,117.882095,5.740400,5.740400,6.350000,209.246427,0.000000,-0.000000,-0.000000,-0.000174,-0.001080,1.071859,80.000000,129.000000,52.000000,1.000000,0.904000,1.106195,0.203450,1.113616,0.620155,2.480769,0.650000,0.000000
49.330094,188.536563,4.038600,4.038600,15.875000,258.925869,0.000000,-0.000000,-0.000000,0.002841,-0.002232,0.788848,331.000000,503.000000,177.000000,1.000000,0.254400,3.930817,0.190518,1.304428,0.658052,2.841808,0.534743,0.000000
1097.739247,959.746237,9.524966,9.524966,46.037500,4176.751356,0.000000,0.000000,0.000000,0.000891,0.000022,-1.956339,562.000000,846.000000,287.000000,1.000000,0.206896,4.833351,0.262821,0.991744,0.664303,2.947735,0.510676,0.000000
2071.198856,2421.837940,12.090400,12.090400,92.933152,13584.761053,0.000000,0.000000,0.000000,-0.002314,-1.018259,-35.997399,299.000000,462.000000,166.000000,1.000000,0.130098,7.686524,0.152465,1.011892,0.647186,2.783133,0.555184,0.000000
1159.556988,1238.776112,7.924800,7.924800,61.976000,3892.244966,0.000000,0.000000,0.000000,0.002969,-0.001739,4.454590,109.000000,173.000000,68.000000,1.000000,0.127869,7.820513,0.297915,1.185321,0.630058,2.544118,0.623853,0.000000
3419.209115,2330.347984,18.500000,18.500000,39.000000,13347.750357,0.000000,0.000000,0.000000,0.008881,-0.001527,8.170045,174.000000,263.000000,92.000000,1.000000,0.474359,2.108108,0.256164,1.305334,0.661597,2.858696,0.528736,0.000000
13270.758342,7557.659986,23.173645,22.093835,109.537500,56082.619162,-0.000000,1.107595,1.107595,-0.802744,0.319643,7.540613,252.000000,379.000000,130.000000,1.048874,0.201701,4.726814,0.236629,1.381535,0.664908,2.915385,0.515873,0.000000
125.635706,279.357076,4.762500,5.459967,14.287500,371.519243,0.000000,0.000000,0.000000,-0.001606,0.000987,0.224989,138.000000,214.000000,81.000000,0.872258,0.382150,3.000000,0.338167,1.623635,0.644860,2.641975,0.586957,0.000000
2838.646473,2239.279987,19.837400,19.837400,38.100000,14993.204995,0.000000,-0.000000,-0.000000,-0.000600,0.001398,4.049487,123.000000,194.000000,74.000000,1.000000,0.520667,1.920615,0.189329,1.175393,0.634021,2.621622,0.601626,0.000000
1601.731772,1335.510446,19.050000,19.050000,17.462500,6337.185112,0.000000,-0.000000,-0.000000,-0.000696,-0.000078,7.153935,823.000000,1528.000000,708.000000,1.000000,1.090909,0.916667,0.252751,1.298852,0.538613,2.158192,0.860267,0.000000
77.231819,186.458993,6.477000,6.477000,9.525000,399.588322,0.000000,-0.000000,-0.000000,0.001625,-0.001522,1.571929,90.000000,144.000000,57.000000,1.000000,0.680000,1.470588,0.193278,1.127742,0.625000,2.526316,0.633333,0.000000
824.590766,1292.179221,36.266128,11.112500,11.112500,4478.419253,-7.143750,0.000000,0.000000,-9.438687,0.000635,-0.000818,179.000000,286.000000,114.000000,3.263543,1.000000,0.306415,0.184125,1.390184,0.625874,2.508772,0.636872,0.000000
2410.709451,1768.912045,12.700000,12.700000,25.400000,4096.766161,-0.000000,-0.000000,-0.000000,0.001332,0.002305,-0.182898,78.000000,123.000000,49.000000,1.000000,0.500000,2.000000,0.588442,2.193455,0.634146,2.510204,0.628205,0.000000
15337.242536,6332.625969,22.225000,22.225000,50.800000,25092.692300,-0.000000,-0.000000,-0.000000,-0.001769,0.005076,-0.507291,98.000000,153.000000,59.000000,1.000000,0.437500,2.285714,0.611223,2.301091,0.640523,2.593220,0.602041,0.000000
9322.772922,5152.171757,23.173645,22.093835,71.437500,36575.621228,-0.000000,1.107595,1.107595,0.001106,0.004801,6.745354,174.000000,262.000000,91.000000,1.048874,0.309275,3.082704,0.254890,1.375457,0.664122,2.879121,0.522989,0.000000
835.906090,1090.398514,57.150000,9.779000,9.779000,5465.188273,0.000000,0.000000,0.000000,-5.859371,0.001673,0.000437,158.000000,244.000000,89.000000,5.844156,1.000000,0.171111,0.152951,0.898654,0.647541,2.741573,0.563291,0.000000
2159.221289,2366.151764,53.650832,14.287500,14.287500,10951.887220,-15.081250,0.000000,0.000000,-18.945068,0.000996,-0.000989,177.000000,283.000000,113.000000,3.755089,1.000000,0.266305,0.197155,1.362045,0.625442,2.504425,0.638418,0.000000
102.844494,251.561598,5.613400,5.613400,12.700000,400.180317,0.000000,-0.000000,-0.000000,0.001012,-0.002808,0.840139,259.000000,395.000000,141.000000,1.000000,0.442000,2.262443,0.256995,1.445004,0.655696,2.801418,0.544402,0.000000
7.780774,38.392218,2.895600,2.895600,3.987800,33.435708,0.000000,-0.000000,-0.000000,0.001596,0.000090,0.429971,88.000000,143.000000,59.000000,1.000000,0.726115,1.377193,0.232709,1.219627,0.615385,2.423729,0.670455,0.000000
13909.363191,5439.379339,28.473400,28.473400,63.500000,51481.641854,-0.000000,0.000000,0.000000,-0.088823,0.000539,-38.405008,170.000000,258.000000,91.000000,1.000000,0.448400,2.230152,0.270181,1.228723,0.658915,2.835165,0.535294,0.000000
14509.755645,5381.833578,26.517600,26.517600,66.040000,46438.213339,0.000000,0.000000,0.000000,0.002453,-0.004651,6.289073,170.000000,258.000000,94.000000,1.000000,0.401538,2.490421,0.312453,1.279674,0.658915,2.744681,0.552941,0.000000
876.345555,986.274326,12.113655,17.462500,17.462500,3693.924839,6.056827,0.000000,0.000000,7.488436,-0.003034,0.002535,75.000000,121.000000,49.000000,0.693695,1.000000,1.441555,0.237240,1.354757,0.619835,2.469388,0.653333,0.000000
16686.991917,6590.844052,21.590000,21.590000,125.730000,58606.286106,0.000000,-0.000000,-0.000000,-0.000444,0.003394,-46.033164,202.000000,305.000000,106.000000,1.000000,0.171717,5.823529,0.284730,1.118011,0.662295,2.877358,0.524752,0.000000
358.770554,646.831793,41.275000,8.483600,8.483600,2970.622396,17.462500,0.000000,0.000000,20.290466,0.001820,-0.001401,188.000000,292.000000,107.000000,4.865269,1.000000,0.205538,0.120773,0.837548,0.643836,2.728972,0.569149,0.000000
1756.674724,1529.051964,19.050000,19.050000,23.812500,8641.616035,-0.000000,-0.000000,-0.000000,-0.000612,0.000956,8.904520,843.000000,1558.000000,718.000000,1.000000,0.800000,1.250000,0.203281,1.203827,0.541078,2.169916,0.851720,0.000000
515.389461,616.115963,7.999648,7.999649,30.000000,1919.831304,0.000000,0.000000,0.000000,-0.000341,0.000079,-0.073779,682.000000,1026.000000,347.000000,1.000000,0.266655,3.750165,0.268456,1.132622,0.664717,2.956772,0.508798,0.000000
12441.871056,7046.358371,25.400000,25.400000,85.725000,55306.342000,-0.000000,-0.000000,-0.000000,0.002185,0.002337,16.382963,1467.000000,2782.000000,1318.000000,1.000000,0.296296,3.375000,0.224963,1.409274,0.527318,2.110774,0.898432,0.000000
3747.413593,2928.585272,14.287500,14.287500,53.975000,11018.060162,0.000000,0.000000,0.000000,-0.002836,0.001391,-13.729739,143.000000,223.000000,84.000000,1.000000,0.264706,3.777778,0.340116,1.676861,0.641256,2.654762,0.587413,0.000000
110.181364,270.446822,9.840614,7.937500,7.937500,619.997147,4.920307,0.000000,0.000000,6.267963,-0.001623,-0.002556,93.000000,148.000000,58.000000,1.239762,1.000000,0.806606,0.177713,1.233657,0.628378,2.551724,0.623656,0.000000
1064.372956,1527.373032,101.600000,9.220200,9.220200,8637.228153,0.000000,0.000000,0.000000,-0.878621,-0.003938,-0.001501,166.000000,255.000000,93.000000,11.019284,1.000000,0.090750,0.123231,0.779846,0.650980,2.741935,0.560241,0.000000
958.600206,1397.402564,88.900000,9.220200,9.220200,7557.574635,0.000000,0.000000,0.000000,-1.560231,-0.004341,-0.001549,166.000000,255.000000,93.000000,9.641873,1.000000,0.103714,0.126840,0.810387,0.650980,2.741935,0.560241,0.000000
1407.478584,1353.621861,13.893800,13.893800,29.616400,5717.081138,0.000000,-0.000000,-0.000000,0.006142,-0.001826,2.165327,120.000000,191.000000,75.000000,1.000000,0.469125,2.131627,0.246188,1.332297,0.628272,2.546667,0.625000,0.000000
333.722371,563.627632,31.750000,8.432800,8.432800,2257.809685,0.000000,0.000000,0.000000,-3.859033,0.000854,0.000956,139.000000,215.000000,79.000000,3.765060,1.000000,0.265600,0.147808,0.929166,0.646512,2.721519,0.568345,0.000000
93.435022,205.957073,4.165600,4.165600,9.525000,165.279947,-0.000000,-0.000000,-0.000000,-0.002705,0.003851,-0.067458,74.000000,117.000000,47.000000,1.000000,0.437333,2.286585,0.565314,2.129704,0.632479,2.489362,0.635135,0.000000
286.580148,464.971659,26.339800,6.746860,6.746875,1198.993609,0.000000,-0.000007,-0.000007,2.453227,-0.000901,0.001388,802.000000,1211.000000,413.000000,3.904009,0.999998,0.256148,0.239017,1.159697,0.662263,2.932203,0.514963,0.000000
12097.571304,4661.948740,26.517600,26.517600,53.340000,37507.787711,0.000000,0.000000,0.000000,-0.001106,0.001296,5.486678,160.000000,243.000000,89.000000,1.000000,0.497143,2.011494,0.322535,1.319887,0.658436,2.730337,0.556250,0.000000
3101.439089,2098.785288,19.050000,19.050000,31.445200,11411.541766,0.000000,0.000000,0.000000,0.001724,-0.001669,2.423766,104.000000,167.000000,67.000000,1.000000,0.605816,1.650667,0.271781,1.344544,0.622754,2.492537,0.644231,0.000000
157.360631,458.837666,4.851400,4.851400,31.750000,747.270651,0.000000,0.000000,0.000000,0.527507,-0.134256,0.990916,393.000000,596.000000,208.000000,1.000000,0.152800,6.544502,0.210581,1.383708,0.659396,2.865385,0.529262,0.000000
569.942236,1065.598891,37.921443,9.525000,9.525000,3440.446779,-8.724900,0.000000,0.000000,-11.428298,0.000666,-0.000634,201.000000,319.000000,125.000000,3.981254,1.000000,0.251177,0.165659,1.310492,0.630094,2.552000,0.621891,0.000000
3871.302284,2081.611759,23.173645,22.093835,26.987500,13817.456972,-0.000000,1.107595,1.107595,-0.000864,-0.000130,5.661151,92.000000,139.000000,50.000000,1.048874,0.818669,1.164577,0.280175,1.200710,0.661871,2.780000,0.543478,0.000000
12153.474675,6802.017446,19.050000,19.050000,97.234375,35286.598587,0.000000,0.000000,0.000000,-0.952121,0.406659,-7.893743,273.000000,413.000000,149.000000,1.000000,0.195918,5.104167,0.344422,1.672271,0.661017,2.771812,0.545788,0.000000
4231.560706,2377.488841,23.173645,22.093835,33.337500,17068.623294,-0.000000,1.107595,1.107595,-0.000032,-0.001306,6.932643,108.000000,163.000000,58.000000,1.048874,0.662732,1.438595,0.247915,1.176334,0.662577,2.810345,0.537037,0.000000
