x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,y
2253.538417336327,1679.3073254587493,12.700000200000002,12.700000200000005,22.225000200000007,3584.670395161005,1.3322676295501878e-15,-1.3322676295501878e-15,-1.7763568394002505e-15,0.006433647435196286,-0.0014483216567329766,-0.07324872567841702,96,150,58,0
6718.609920759621,3560.8033792795172,23.17364541047546,22.093834930001677,46.03750020000001,23570.955939084943,-8.881784197001252e-16,1.107595205014273,-5.329070518200751e-15,0.0012460440380888831,-0.002150490993751056,5.5668529832876965,122,184,65,0
2523.2805194919047,2233.8964530107664,18.24452042547721,18.24452042547724,48.92040010000007,16283.767928479172,0.0,0.0,-19.989800049999953,-0.0005051346794946709,0.00031206647027337374,-14.938341373724677,186,286,105,0
12296.93283573297,7368.7583395991705,22.224999999999994,22.225,108.3310002,53510.16525566512,0.0,-4.440892098500626e-15,-3.552713678800501e-15,-1.4930894513549577,-0.003937557690226558,3.9307916320292033,256,395,143,0
40469.35864984158,15021.041526517374,28.575000199999963,28.575000199999966,139.70000019999998,114069.33007257683,8.881784197001252e-16,-1.7763568394002505e-15,7.105427357601002e-15,-1.4872339595788162,-0.8912866377195523,11.258197983137785,247,373,132,0
2633.2804191750124,2050.738563304994,11.90625,11.906250000000002,52.3875002,7426.388590363478,0.0,0.0,0.0,-0.0003093375168448776,0.0035047670595221817,4.188615922205853,120,189,73,0
8.336105063735598,49.50902017460972,1.5240002000000026,1.5240002000000028,6.350000200000013,14.748361935475659,-2.220446049250313e-16,0.0,6.661338147750939e-15,-0.00015747453309227286,0.00113049591361175,-0.10462102967352731,113,171,62,0
1965.3880771070483,1388.332487345582,11.1125002,11.1125002,42.06875020000001,5194.971550560316,0.0,0.0,1.7763568394002505e-15,-0.00033265733127082705,0.0017108623668747195,4.106620424285299,603,957,359,0
1251.0767919486066,1155.620565120141,9.525000200000015,9.525000200000019,36.115625200000004,3276.612806136295,-2.6645352591003757e-15,-4.440892098500626e-16,0.0,0.0015637449344169747,-0.0005000261967521313,4.182660798476195,85,130,48,0
1047.302384954024,1234.652387024635,12.70000020000047,12.700000200000005,36.5125002,5889.101342741722,-4.440892098500626e-16,-2.220446049250313e-15,2.3812500000000005,0.0015448214466934978,-0.0036252190312176928,10.229895676829761,942,1706,767,0
